mode,correctness,faithfulness,reason,missing_nuggets,unsupported_claims,contradicted_claims,missing_nuggets_count,unsupported_claims_count,contradicted_claims_count,bleu,rouge1_f1,rouge2_f1,rougeL_f1,meteor,sem_score,coherence,consistency,fluency,relevance
baseline_pure,1,1,The answer partially matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.1264203703898735,0.26415094339622636,0.1568627450980392,0.26415094339622636,0.29535864978902954,,,,,
baseline_pure,0,0,The answer does not provide the requested information and includes irrelevant claims.,"['대상 연령: 만 20세 미만, 만 20세 이상 ~ 만 39세 이하, 만 40세 이상']","['LLM 비활성화 상태입니다.', '후보 문서 목록']",[],1,2,0,8.517489360780026e-08,0.07407407407407407,0.0,0.07407407407407407,0.1098901098901099,,,,,
baseline_pure,1,1,"The answer provides a partially correct and partially incomplete description of the companies that can provide effective solutions to the agricultural issues in Snohomish County. The answer mentions some specific companies that have the technology to provide solutions, but it does not provide a comprehensive list of all the companies that can provide such solutions. The answer also does not provide a clear explanation of how the companies can provide the solutions.",[],[],[],0,0,0,1.0000000000000007e-09,0.0,0.0,0.0,0.0,,,,,
baseline_pure,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,3.770063804549474e-06,0.038834951456310676,0.019801980198019806,0.038834951456310676,0.15748031496062992,,,,,
baseline_pure,1,1,"The answer partially correct but incomplete, vague, or missing important key facts.",['정확한 규정은 텍스트 내에 명시되어 있지 않아 정확한 답변을 제공하기 어렵습니다.'],[],[],1,0,0,9.55442792204367e-08,0.15384615384615385,,0.15384615384615385,0.47619047619047616,,,,,
baseline_pure,0,1,"The answer includes additional information not present in the retrieved documents, and the application period is not fully supported by the documents.",['2025년 9월 15일부터 2025년 9월 25일까지 신청 가능합니다.'],[],[],1,0,0,0.0009223350291325141,0.27586206896551724,0.1785714285714286,0.24137931034482757,0.6153846153846153,,,,,
baseline_pure,1,1,"The answer partially matches the key facts in the ground truth without material error, but contradicts the specific fact that the target company's startup period is 7 years or less.",[],[],['대상 기업의 창업 기간은 7년 미만입니다.'],0,0,1,6.622152291011706e-08,0.03773584905660378,0.0,0.03773584905660378,0.1639344262295082,,,,,
baseline_pure,0,1,"The answer does not provide information about the decision to recruit attendees to find promising small and medium-sized enterprises, which is the main point of the question.",['참관객을 모집하여 유망 소상공인을 찾으려는 결정이 이루어졌다는 정보가 제공되지 않음'],[],[],1,0,0,1.217579004961158e-05,0.4444444444444445,0.125,0.4444444444444445,0.7999999999999999,,,,,
baseline_pure,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,7.419446627365029e-08,0.05714285714285715,0.0,0.05714285714285715,0.19607843137254902,,,,,
baseline_pure,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.1431712315455507,0.38095238095238093,0.3157894736842105,0.38095238095238093,0.7547169811320755,,,,,
baseline_pure,1,1,"The answer does not provide the exact location of the '도심형 청년 창업,주거 복합공간' as mentioned in the ground truth, but the retrieved documents support the existence of the space.",['부산에 위치한 동의대학교 창업보육센터'],[],[],1,0,0,,,,,,,,,,
baseline_pure,1,1,"The answer partially matches the key facts in the ground truth without material error, but lacks the exact date of the meetup.",['The exact date of the meetup is not specified'],[],[],1,0,0,8.517489360780044e-06,0.15384615384615383,0.08333333333333333,0.15384615384615383,0.27027027027027023,,,,,
baseline_pure,2,1,The answer is fully correct and supported by the retrieved documents.,[],[],[],0,0,0,8.517489360780026e-08,0.08,0.0,0.08,0.136986301369863,,,,,
baseline_pure,0,1,"The answer does not fully match the key facts in the ground truth. The answer only mentions the eligibility of research institutions, general companies, and 1-person startups, but does not mention the eligibility of large companies and startups that want to receive 1:1 business cooperation mentoring. The answer also does not mention the age range of 20-39 and 40 or older.",['대기업과 1:1 사업협력 멘토링을 희망하는 스타트업'],[],[],1,0,0,7.340112113860153e-06,0.13333333333333333,0.06896551724137931,0.13333333333333333,0.3448275862068965,,,,,
baseline_pure,1,1,"The answer partially matches the key facts in the ground truth without material error, but misses important key facts.",['베트남 ICT 기업과 현지 비즈니스 파트너십 구축 또는 베트남 IT개발 아웃소싱을 고려하고 있는 국내 기업'],[],[],1,0,0,9.55442792204367e-08,0.13333333333333333,0.0,0.13333333333333333,0.2564102564102564,,,,,
baseline_pure,1,1,The answer partially matches the key facts in the ground truth without material error.,[],[],[],0,0,0,1.0129058949799612e-05,0.29629629629629634,0.08,0.29629629629629634,0.4819277108433735,,,,,
baseline_pure,1,1,"The answer partially matches the key facts in the ground truth without material error, but misses some important key facts.","['「1인창조기업 육성에 관한 법률」에 의한 1인창조기업 및 예비창업자', '공고일 기준 주민등록상 울산거주, 6개월내 사업자등록이 가능한 예비창업자', '공고일 기준 사업자등록증상 울산소재 또는 울산으로 본사이전이 가능한 1인 창조기업']",[],[],3,0,0,0.08945166560864058,0.2711864406779661,0.21052631578947367,0.2711864406779661,0.6504065040650406,,,,,
baseline_pure,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.09078418440366928,0.2619047619047619,0.19512195121951217,0.2380952380952381,0.5851063829787234,,,,,
baseline_pure,0,1,The answer does not provide the requested information about the support criteria for general companies.,"[""general company's support criteria are not specified""]",[],[],1,0,0,1.0000000000000007e-09,0.0,0.0,0.0,0.0,,,,,
baseline_pure,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,7.356112088851762e-06,0.16666666666666666,0.034482758620689655,0.16666666666666666,0.15432098765432098,,,,,
baseline_pure,0,1,"The answer does not provide the exact date of the event, which is not supported by the retrieved documents.",['The exact date of the event is not specified.'],[],[],1,0,0,7.952707287670499e-08,0.07407407407407407,0.0,0.07407407407407407,0.23255813953488375,,,,,
baseline_pure,0,1,"The answer does not provide a clear definition of a company with a startup period of less than 1 year in the medical and health field, which is the main topic of the question. The answer only mentions that the definition is not mentioned in the documents, but does not provide a clear explanation or definition.",['definition of a company with a startup period of less than 1 year in the medical and health field'],[],[],1,0,0,1.1330849383575534e-05,0.35294117647058826,0.13333333333333336,0.35294117647058826,0.7317073170731707,,,,,
baseline_pure,0,0,The answer does not provide the requested information and includes irrelevant claims.,"['지원 대상 기업이 가지는 두 가지 요건 모두를 충족해야 합니다.', '중소기업창업지원법 제2조의 창업기업 중 설립 7년 미만의 기업']","['LLM 비활성화 상태입니다.', '후보 문서 목록']",[],2,2,0,8.408964152537166e-08,0.0851063829787234,0.0,0.0851063829787234,0.19417475728155337,,,,,
baseline_pure,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,1.121333682239085e-05,0.29629629629629634,0.16,0.29629629629629634,0.6779661016949152,,,,,
baseline_pure,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.00028628774729806005,0.07207207207207207,0.03669724770642202,0.07207207207207207,0.2797202797202797,,,,,
baseline_pure,0,0,The answer does not provide the correct age range and includes irrelevant information.,['만 40세 이상'],"['3D프린터 장비교육', '레이저커팅기 장비교육']",[],1,2,0,7.952707287670499e-08,0.06451612903225806,0.0,0.06451612903225806,0.12658227848101267,,,,,
baseline_pure,1,1,The answer partially matches the key facts in the ground truth without material error.,[],[],[],0,0,0,7.598356856515925e-08,0.058823529411764705,0.0,0.058823529411764705,0.1515151515151515,,,,,
baseline_pure,1,1,The answer partially matches the key facts in the ground truth without material error.,[],[],[],0,0,0,1.0000000000000007e-09,0.0,0.0,0.0,0.0,,,,,
baseline_pure,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,7.730551756939462e-08,0.0689655172413793,,0.0689655172413793,0.27027027027027023,,,,,
baseline_pure,0,0,The answer does not provide the requested information and includes irrelevant claims.,['시설ㆍ공간ㆍ보육'],"['LLM 비활성화 상태입니다.', '후보 문서 목록']",[],1,2,0,8.210967436686398e-08,0.08695652173913045,,0.08695652173913045,0.3225806451612903,,,,,
baseline_pure,0,0,The answer does not provide the requested information and includes irrelevant claims.,"['대학생', '일반인', '대학', '연구기관', '일반기업', '1인 창조기업', '만 20세 이상 39세 이하', '만 40세 이상']","['LLM 비활성화 상태입니다.', '候補 문서 목록']",[],8,2,0,7.875110621102695e-08,0.060606060606060615,0.0,0.060606060606060615,0.11235955056179775,,,,,
baseline_pure,1,1,The answer partially matches the key facts in the ground truth without material error.,[],[],[],0,0,0,1.264967288584174e-05,0.3673469387755102,0.1702127659574468,0.32653061224489793,0.656934306569343,,,,,
baseline_pure,0,0,"The answer does not provide the target age range of the digital transformation training program, which is explicitly mentioned in the ground truth as 20-39 years old and 40 years old or older.","['대상 연령: 만 20세 이상 ~ 만 39세 이하, 만 40세 이상']","['LLM 비활성화 상태입니다.', '2025년 중소기업 동행교육', '2025 생성형 AI 플랫폼을 활용한 컨텐츠 제작 교육', '2025 파이썬 웹 크롤링 및 생성형 AI기반 업무 자동화 실무 교육']",[],1,4,0,9.036020036098453e-08,0.09090909090909091,0.0,0.09090909090909091,0.1282051282051282,,,,,
baseline_pure,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,3.78915334542317e-06,0.03921568627450981,0.019999999999999997,0.03921568627450981,0.15873015873015875,,,,,
baseline_pure,1,1,"The generated answer partially matches the key facts in the ground truth, but misses some important key facts and includes some irrelevant information.",['청년 창업 지원 프로그램에서 지원 대상이 되는 기업은 다음과 같습니다: 1. 청년 창업기업: 만 39세 미만의 창업가(대표자)로 구성된 기업 2. 청년 근로기업: 청년 근로자가 채용 예정인 기업 3. 청년 근로자 채용 예정 기업: 향후 청년 근로자를 채용할 계획인 기업'],[],[],1,0,0,4.49005346482009e-06,0.0930232558139535,0.015748031496062992,0.07751937984496123,0.32432432432432434,,,,,
baseline_pure,0,0,The answer does not provide the correct information about the requirement for Track 1. It includes irrelevant information and does not support the claim with the retrieved documents.,['Track 1에 지원을 받기 위해서는 공고일 기준으로 업력이 10년 미만인 바이오 분야 딥테크 기업이어야 합니다.'],"['LLM 비활성화 상태입니다.', '2025년 딥테크&동행·사회적 가치 중심 스타트업 기술창업 사업화 지원 참가기업 모집', '혁신분야 창업패키지(신산업)', '딥테크 기술 매칭 지원사업 참여기업 모집', '실증 브릿지 사업', '2025년 서울바이오허브 투자연계 컨설팅 지원사업(TIPS/S-TIPS트랙) 참여기업 모집']",[],1,6,0,1.0000000000000007e-09,0.0,0.0,0.0,0.0,,,,,
baseline_pure,1,1,"The answer partially matches the key facts in the ground truth without material error, but includes a claim that contradicts the ground truth.",[],[],['만 40세 이상의 대상은 지원 대상에서 제외된 것으로 해석할 수 있습니다.'],0,0,1,0.11117895489854909,0.3636363636363636,0.2857142857142857,0.3181818181818182,0.6896551724137931,,,,,
baseline_pure,0,0,The answer does not provide the requested information and includes irrelevant claims.,"['그린바이오 및 연관산업 벤처, 스타트업']","['LLM 비활성화 상태입니다.', '候補 문서 목록']",[],1,2,0,7.447819789879654e-06,0.13793103448275862,0.07407407407407407,0.13793103448275862,0.3773584905660377,,,,,
baseline_pure,0,0,The answer does not provide the requested information and includes irrelevant information.,['식품위생법 위반 사례를 확인하는데 도움이 될 정보'],['식품위생법 위반 사항은 행정당국이나 식품위생검사 결과 등을 통해 확인할 수 있습니다.'],[],1,1,0,9.55442792204367e-08,0.15384615384615385,,0.15384615384615385,0.47619047619047616,,,,,
baseline_pure,1,1,"The answer partially matches the key facts in the ground truth without material error, but misses some important key facts.","['지원 분야: 시설, 공간, 보육', '신청 대상: 일반인, 일반기업, 1인 창조기업', '창업 기간 조건: 예비창업자, 3년 미만', '대상 연령: 만 20세 이상 ~ 만 39세 이하, 만 40세 이상']",[],[],4,0,0,1.0199573389218782e-05,0.27027027027027023,0.057142857142857134,0.27027027027027023,0.31847133757961776,,,,,
baseline_pure,1,1,"The answer provides a detailed explanation of the target period for entrepreneurship, including various periods such as '예비창업자부터 10년 미만까지' and '창업 후 3년 이내 또는 7년 이내'. The answer is partially correct but incomplete, as it does not provide a clear definition of the target period. However, it is supported by the retrieved documents, which provide various examples of programs that support entrepreneurs with different periods of experience.",[],[],[],0,0,0,0.06158521523897592,0.2285714285714286,0.1359223300970874,0.20952380952380953,0.5970149253731344,,,,,
baseline_pure,1,1,"The answer does not provide the exact age range, but the retrieved documents support the claims made in the answer.",['만 40세 이상 ~ 만 20세 이상 ~ 만 39세 이하'],[],[],1,0,0,7.952707287670499e-08,0.06060606060606061,0.0,0.06060606060606061,0.10309278350515465,,,,,
baseline_pure,1,1,"The answer partially matches the key facts in the ground truth without material error, but it does not provide the requested information about the current status of the 2025 startup package demo day.",['모집 진행 여부'],[],[],1,0,0,7.259795291154776e-08,0.05405405405405406,,0.05405405405405406,0.22222222222222224,,,,,
baseline_pure,1,1,"The answer partially matches the key facts in the ground truth without material error, but misses the target age range.",['대상 연령: 만 20세 이상 ~ 만 39세 이하'],[],[],1,0,0,7.66302955439103e-08,0.0588235294117647,0.0,0.0588235294117647,0.13513513513513514,,,,,
baseline_pure,2,1,"The answer does not include the correct information about the excluded companies. The retrieved documents support the claims made in the answer, but the answer is incomplete and missing important key facts.",[],['2025년 G-스타트업 지원사업과 동시수행 불가'],[],0,1,0,1.2897168673108655e-05,0.3255813953488372,0.0975609756097561,0.27906976744186046,0.3448275862068965,,,,,
baseline_pure,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,1.0932651139290916e-07,0.23076923076923073,0.0,0.23076923076923073,0.4545454545454545,,,,,
baseline_pure,1,1,"The answer does not explicitly state that general companies are excluded, but the retrieved documents suggest that the support is focused on specific types of companies, such as startup companies, young entrepreneurs, and research institutions.",['일반 기업'],[],[],1,0,0,5.9460355750136145e-08,0.02469135802469136,,0.02469135802469136,0.11235955056179775,,,,,
baseline_pure,1,1,"The answer is partially correct but incomplete, vague, or missing important key facts.",[],[],[],0,0,0,7.80115773106907e-08,0.05555555555555555,0.0,0.05555555555555555,0.09259259259259259,,,,,
baseline_pure,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,1.0000000000000007e-09,0.0,0.0,0.0,0.0,,,,,
baseline_pure,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.0848007939406595,0.23728813559322035,0.21052631578947367,0.23728813559322035,0.608695652173913,,,,,
baseline_pure,0,1,"The answer does not provide the requested information, and the retrieved documents do not support the claims made in the answer.","['시설, 공간, 보육']",[],[],1,0,0,7.952707287670499e-08,0.07692307692307693,,0.07692307692307693,0.2941176470588236,,,,,
baseline_pure,1,1,"The answer partially matches the key facts in the ground truth without material error, but misses some important key facts.","['만 20세 이상 ~ 만 39세 이하, 만 40세 이상']",[],[],1,0,0,0.09327870647412652,0.2173913043478261,0.1818181818181818,0.2173913043478261,0.42372881355932207,,,,,
baseline_pure,0,0,The answer does not provide the requested information and includes irrelevant claims.,"['대학생', '연구기관', '일반기업', '1인 창조기업', '스타트업 임직원', '예비창업자', 'AC/VC 및 스타트업 유관기관 관계자']","['LLM 비활성화 상태입니다.', '참고: 아래 접수/마감 정보는 문서에 표시된 상태를 바탕으로 정리했습니다.']",[],7,2,0,7.663029554391033e-06,0.13043478260869568,0.045454545454545456,0.13043478260869568,0.1724137931034483,,,,,
baseline_pure,2,1,The answer is fully correct and supported by the retrieved documents.,[],[],[],0,0,0,9.189127607349347e-06,0.20512820512820512,0.10810810810810813,0.20512820512820512,0.5063291139240507,,,,,
baseline_pure,1,1,"The answer does not provide the requested information, but the retrieved documents support the claim that the target age is 40 or older.",[],[],[],0,0,0,8.307018474412782e-08,0.08,0.0,0.08,0.17543859649122806,,,,,
baseline_pure,1,1,"The answer does not provide the required information about the conditions for receiving an interview score, which is the age range of 20 to 39 years old and being a graduate of a university or college within 3 years from the announcement date.","['만 20세 이상 ~ 만 39세 이하, 만 40세 이상']",[],[],1,0,0,1.0000000000000007e-09,0.0,0.0,0.0,0.0,,,,,
baseline_pure,0,0,"The generated answer does not provide the requested information, is mostly irrelevant, or misses nearly all key facts.","['혁신성이 뛰어나며, 새로운 기술이나 아이디어를 통해 사회 또는 산업에 긍정적인 영향을 미칠 수 있는 기업이어야 합니다.', '누적 투자 실적 50억원 이상을 거둔 기업이어야 합니다.', '영어를 사용하여 효과적으로 커뮤니케이션할 수 있는 능력이 있어야 하며, 특히 창업자 혹은 최고경영자(C-suite level)가 이러한 능력을 갖추어야 합니다.']","['LLM 비활성화 상태입니다.', '후보 문서 목록']",[],3,2,0,8.120224586769662e-08,0.057142857142857134,0.0,0.057142857142857134,0.07633587786259542,,,,,
baseline_pure,1,1,"The answer partially matches the key facts in the ground truth without material error, but fails to provide the requested information, specifically the concrete risk points.",['구체적인 리스크 포인트'],[],[],1,0,0,8.210967436686398e-08,0.08333333333333334,0.0,0.08333333333333334,0.25,,,,,
