mode,correctness,faithfulness,reason,missing_nuggets,unsupported_claims,contradicted_claims,missing_nuggets_count,unsupported_claims_count,contradicted_claims_count,bleu,rouge1_f1,rouge2_f1,rougeL_f1,meteor,sem_score,coherence,consistency,fluency,relevance
no_intent_dense,0,1,"The answer does not provide the requested information, and the retrieved documents do not support the claim that the startup's founding period is not limited.",['7년 미만'],[],[],1,0,0,9.260091391085427e-06,0.2,0.1111111111111111,0.2,0.45454545454545453,,,,,
no_intent_dense,0,0,The answer contradicts the ground truth and states a materially wrong fact.,['창업 기간 중 가장 짧은 조건은 1년 미만입니다.'],"['예비창업자', ""창업 기간을 '1년 미만', '2년 미만' 등으로 구분하는 것과 달리 '예비창업자'는 창업 기간을 명확히 정의하지 않은 상태에서 창업 초기 단계를 의미합니다.""]",['창업 기간 중 가장 짧은 조건은 1년 미만입니다.'],1,2,1,1.0573712634405632e-07,0.21052631578947367,0.0,0.21052631578947367,0.46511627906976744,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,,,,,,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,1.1094660471566164e-05,0.2857142857142857,0.16666666666666669,0.2857142857142857,0.6666666666666666,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.15533439104366395,0.39999999999999997,0.27906976744186046,0.3555555555555555,0.6766917293233083,,,,,
no_intent_dense,1,1,"The answer partially matches the key facts in the ground truth without material error. However, it misses the '1인 창조기업' category.",['1인 창조기업'],[],[],1,0,0,6.10332351973051e-06,0.12,0.041666666666666664,0.12,0.4054054054054054,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,5.837799999104959e-06,0.0909090909090909,0.047619047619047616,0.0909090909090909,0.3333333333333333,,,,,
no_intent_dense,1,1,"The answer is partially correct but incomplete, vague, or missing important key facts.",[],[],[],0,0,0,0.12021577610863723,0.35714285714285715,0.23076923076923075,0.35714285714285715,0.5952380952380952,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.0875087325517323,0.22222222222222227,0.14285714285714285,0.22222222222222227,0.3846153846153846,,,,,
no_intent_dense,1,1,"The answer partially matches the key facts in the ground truth, but the exact date of the seminar is not specified in the announcement.",['The exact date of the seminar is not specified in the announcement.'],[],[],1,0,0,7.598356856515925e-08,0.0625,0.0,0.0625,0.20833333333333331,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,8.210967436686387e-06,0.2222222222222222,0.06557377049180327,0.12698412698412698,0.5882352941176471,,,,,
no_intent_dense,2,1,"The answer fully matches the key facts in the ground truth without material error. However, it misses the '1년미만' condition.",['1년미만'],[],[],1,0,0,0.22934769499188126,0.43750000000000006,0.4,0.43750000000000006,0.7954545454545454,,,,,
no_intent_dense,1,1,The answer partially matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.0006591438572947162,0.18867924528301888,0.1176470588235294,0.18867924528301888,0.39999999999999997,,,,,
no_intent_dense,0,1,"The answer does not provide a direct answer to the question, but provides related information. The answer does not mention Track 1 and Track 2 both supporting the same company.",['Track 1 and Track 2 both supportable companies'],[],[],1,0,0,8.034284189446515e-08,0.07207207207207206,0.0,0.07207207207207206,0.17316017316017315,,,,,
no_intent_dense,1,1,"The answer does not provide a direct answer to the question, but the retrieved documents support the claim that the number of participating companies is 5 or less.",['참가할 기업 수는 최대 5개사 정도로 판단됩니다.'],[],[],1,0,0,6.596924585662966e-06,0.10526315789473685,0.05555555555555555,0.10526315789473685,0.25641025641025644,,,,,
no_intent_dense,1,1,"The answer accurately describes the target age range of the project, which is 19-39 years old, and is supported by the retrieved documents.",[],[],[],0,0,0,9.365137582048826e-08,0.125,0.0,0.125,0.25,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.10912441388497131,0.2641509433962264,0.196078431372549,0.2641509433962264,0.5263157894736842,,,,,
no_intent_dense,1,1,"The answer partially matches the key facts in the ground truth, but misses some important key facts.","['스타트업을 꿈꾸는 예비 창업가', '현재 스타트업을 운영하고 있는 초기 창업가', '스타트업을 만나 배움과 동기부여를 얻고 싶은 사람']",[],[],3,0,0,5.645596772315913e-06,0.11764705882352941,0.029850746268656712,0.08823529411764705,0.37037037037037035,,,,,
no_intent_dense,1,1,"The answer partially matches the key facts in the ground truth without material error, but misses some important key facts.",['예비 및 초기 관광 스타트업의 창업 역량강화를 위해 업계 전문가와 선배 창업가를 초청해 진행하는 교육 프로그램을 운영하니 많은 신청바랍니다.'],[],[],1,0,0,0.0006288149902199819,0.21739130434782605,0.09090909090909091,0.21739130434782605,0.5813953488372092,,,,,
no_intent_dense,1,1,"The generated answer partially matches the key facts in the ground truth, but misses many important key facts and includes irrelevant information.","['인슈어테크', '핀테크', '상품 개발', '플랫폼 제휴', '대면 채널 관리', '지적재산권 관리', '위험 관리', 'AI/DT', 'STO/블록체인', 'AI', 'Mobility', 'Robotics', 'Quantum Computing', 'Space Tech', 'Emerging Tech']",[],[],15,0,0,6.796479065264531e-06,0.11111111111111109,0.038461538461538464,0.11111111111111109,0.16483516483516483,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,6.022774485691844e-08,0.025974025974025976,,0.025974025974025976,0.1176470588235294,,,,,
no_intent_dense,1,1,"The answer partially correct but incomplete, vague, or missing important key facts. The answer states that the target age range is generally 18-39, but the ground truth is 20-39. The answer also provides specific examples of programs that support entrepreneurs in the 18-39 age range, which is faithful to the retrieved documents.",[],[],['청년 창업 지원센터에서 지원하는 대상 연령 범위는 만 20세 이상 ~ 만 39세 이하입니다.'],0,0,1,6.791653730973348e-08,0.04081632653061224,0.0,0.04081632653061224,0.15384615384615385,,,,,
no_intent_dense,1,1,The answer partially matches the key facts in the ground truth without material error.,[],[],[],0,0,0,5.350693106102554e-06,0.09090909090909091,0.03125,0.060606060606060615,0.2830188679245283,,,,,
no_intent_dense,1,1,"The answer provides a general overview of the types of startups that can participate in the project, including research institutions, general companies, and individual entrepreneurs, which is consistent with the ground truth. The answer also mentions the importance of having a good relationship with financial institutions and the possibility of receiving awards. The retrieved documents support the claims made in the answer, and there are no missing or contradicted claims.",[],[],[],0,0,0,7.567022758746462e-06,0.17391304347826086,0.05970149253731343,0.14492753623188404,0.4511278195488721,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.000438721807617165,0.12121212121212123,0.0625,0.12121212121212123,0.37735849056603776,,,,,
no_intent_dense,1,1,The answer partially matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.08939270118279458,0.26415094339622636,0.11764705882352941,0.22641509433962265,0.29535864978902954,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.09072069007511598,0.21739130434782608,0.18181818181818182,0.21739130434782608,0.45454545454545453,,,,,
no_intent_dense,0,0,The answer does not provide a direct solution to the problem and includes unrelated information.,"['정밀농업, 지속가능농업, 자동화/로보틱스, 통합해충관리, ICT융복합 등 농업 생산성 향상 또는 노동력 감소를 위한 기술을 보유한 기업']","['글로벌 농식품 시장을 선도할 대한민국 대표기업을 찾습니다!', '1. 글로벌 농식품 시장을 선도할 대한민국 대표기업을 찾습니다!', '2. 직파기(파종기계)', '3. 김해시1인창조기업 지원센터', '4. 농업용생분해멀칭필름아그로맘', '5. 완성품_활성화_고공_물류라인']",[],1,6,0,1.0000000000000007e-09,0.0,0.0,0.0,0.0,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,6.460587709836005e-06,0.13333333333333333,0.046511627906976744,0.13333333333333333,0.4347826086956521,,,,,
no_intent_dense,1,1,"The answer is partially correct but incomplete, vague, or missing important key facts.",['정확한 규정은 텍스트 내에 명시되어 있지 않아 정확한 답변을 제공하기 어렵습니다.'],[],[],1,0,0,1.0573712634405632e-07,0.2222222222222222,,0.2222222222222222,0.5882352941176471,,,,,
no_intent_dense,0,1,"The answer does not provide the correct application period, which is mentioned in the retrieved documents.",['2025년 9월 15일부터 2025년 9월 25일까지 신청 가능합니다.'],[],['2025년 스타트업 96 입주 예비창업자의 신청 기간은 2025년 8월 22일부터 2025년 9월 10일까지입니다.'],1,0,1,0.0004676957554114681,0.1627906976744186,0.07142857142857142,0.13953488372093023,0.44303797468354433,,,,,
no_intent_dense,1,1,The answer partially matches the key facts in the ground truth without material error.,[],[],[],0,0,0,9.55442792204367e-08,0.15384615384615385,0.0,0.15384615384615385,0.47619047619047616,,,,,
no_intent_dense,0,0,"The generated answer includes claims that are not supported by the retrieved documents, and the decision to recruit attendees to find promising small and medium-sized enterprises is not mentioned in the provided text.",['참관객을 모집하여 유망 소상공인 10개사를 찾으려는 결정이 이루어졌다는 것은 명시되지 않음'],"['유망 소상공인 10개사를 찾기 위해 참관객을 모집하는 결정이 이루어졌습니다.', '이 행사에서는 잠재력 있는 소상공인을 발굴하고 제품 홍보 및 투자 유치 기회를 제공하는 특별한 무대를 운영하며, 참관객을 대상으로 유망 소상공인 10개사를 소개할 예정입니다.']",[],1,2,0,8.158175811048212e-06,0.1702127659574468,0.08888888888888889,0.1702127659574468,0.5063291139240507,,,,,
no_intent_dense,1,1,The answer partially matches the key facts in the ground truth without material error.,[],[],[],0,0,0,6.756000774035167e-08,0.04081632653061225,0.0,0.04081632653061225,0.17543859649122806,,,,,
no_intent_dense,1,1,"The answer partially matches the key facts in the ground truth without material error, but includes a claim that is not supported by the retrieved documents.",[],[],['대구·경북 소재 기업의 최소 창업 기간은 3년 미만입니다'],0,0,1,5.8553048432184875e-06,0.09195402298850576,0.047058823529411764,0.09195402298850576,0.3361344537815126,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,,,,,,,,,,
no_intent_dense,1,1,"The answer partially matches the key facts in the ground truth, but the exact date of the event is not specified in the retrieved documents.",['The exact date of the event is not specified in the retrieved documents'],[],[],1,0,0,0.0009009113474307315,0.26666666666666666,0.14285714285714285,0.26666666666666666,0.5128205128205128,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.0010686816557985456,0.3870967741935484,0.20689655172413793,0.3225806451612903,0.7594936708860759,,,,,
no_intent_dense,1,1,"The answer is partially correct but incomplete, vague, or missing important key facts. The answer correctly states that the program is for startups that want to collaborate with large companies, but it does not mention the age range of the target audience. The answer also does not mention the specific industries or sectors that the program is targeting.",[],[],[],0,0,0,8.06384578698251e-06,0.1568627450980392,0.08163265306122448,0.1568627450980392,0.3738317757009347,,,,,
no_intent_dense,1,1,The answer partially matches the key facts in the ground truth without material error.,[],[],[],0,0,0,9.764540896763123e-08,0.14285714285714288,0.0,0.14285714285714288,0.2631578947368421,,,,,
no_intent_dense,1,1,The answer partially matches the key facts in the ground truth without material error.,[],[],[],0,0,0,1.1209646403321962e-07,0.23076923076923078,0.0,0.15384615384615385,0.36585365853658536,,,,,
no_intent_dense,1,1,"The answer partially matches the key facts in the ground truth without material error, but misses some important key facts.","['「1인창조기업 육성에 관한 법률」에 의한 1인창조기업 및 예비창업자', '공고일 기준 주민등록상 울산거주, 6개월내 사업자등록이 가능한 예비창업자', '공고일 기준 사업자등록증상 울산소재 또는 울산으로 본사이전이 가능한 1인 창조기업']",[],[],3,0,0,0.0835227127473685,0.35,0.15789473684210525,0.35,0.6730769230769231,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.07334979901985235,0.23762376237623756,0.18181818181818182,0.198019801980198,0.5853658536585367,,,,,
no_intent_dense,0,1,"The answer includes claims that are not supported by the retrieved documents, but does not include any claims that contradict the documents.","[""general company's support criteria are not specified in the announcement""]",[],[],1,0,0,6.590692245607216e-08,0.03636363636363636,0.0,0.03636363636363636,0.14084507042253522,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,7.717040982016357e-06,0.16129032258064518,0.03333333333333333,0.16129032258064518,0.15337423312883436,,,,,
no_intent_dense,1,1,The answer partially matches the key facts in the ground truth without material error.,[],[],[],0,0,0,6.985342056580085e-08,0.04545454545454545,0.0,0.04545454545454545,0.16666666666666666,,,,,
no_intent_dense,0,1,"The answer does not provide a clear definition of the target company, which is the main point of the question.",['definition of the target company'],[],[],1,0,0,0.0007232823449239036,0.1875,0.13333333333333333,0.1875,0.5357142857142858,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,4.258744680390022e-06,0.05825242718446602,0.0198019801980198,0.05825242718446602,0.18867924528301885,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,9.999999999999997e-06,0.20689655172413793,0.14814814814814814,0.20689655172413793,0.4918032786885245,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,6.670788255446172e-08,0.03809523809523809,0.0,0.019047619047619046,0.14598540145985403,,,,,
no_intent_dense,1,1,"The answer partially matches the key facts in the ground truth without material error. However, it includes an additional age range '만 20세 미만' which is not supported by the retrieved documents.",[],[],['만 20세 미만'],0,0,1,0.0008227471977116379,0.25641025641025644,0.16216216216216214,0.25641025641025644,0.5747126436781609,,,,,
no_intent_dense,1,1,"The answer partially correct but incomplete, vague, or missing important key facts. The answer states the target age range as 18-64, but the ground truth is 20-39. The answer also includes irrelevant information about different programs and their details.",[],[],"['대상 연령 범위는 만 18세 이상에서 만 64세 이하로, 최소 연령은 만 18세, 최대 연령은 만 64세입니다.']",0,0,1,8.757653731721586e-08,0.09523809523809523,0.0,0.09523809523809523,0.18867924528301888,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,4.447436823972986e-06,0.05405405405405406,0.02777777777777778,0.05405405405405406,0.22222222222222224,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,5.478595737904309e-08,0.01785714285714286,,0.01785714285714286,0.08333333333333333,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,5.757575636202255e-08,0.02173913043478261,,0.02173913043478261,0.1,,,,,
no_intent_dense,1,1,"The answer partially matches the key facts in the ground truth, but misses some important information.","['만 20세 이상 39세 이하와 만 40세 이상의 연령대도 해당 교육에 참여할 수 있습니다.', '경기도 내 예비창업자, 창업 7년 이내 중소기업, 일반인 등']",[],[],2,0,0,6.704226838163332e-06,0.09677419354838708,0.06666666666666667,0.09677419354838708,0.2542372881355932,,,,,
no_intent_dense,1,1,The answer partially matches the key facts in the ground truth without material error.,[],[],[],0,0,0,1.1094660471566164e-05,0.2727272727272727,0.15625,0.2424242424242424,0.5844155844155844,,,,,
no_intent_dense,1,1,The answer partially matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.001131931669750561,0.2916666666666667,0.21739130434782608,0.2916666666666667,0.6730769230769231,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,3.78915334542317e-06,0.03921568627450981,0.019999999999999997,0.03921568627450981,0.15873015873015875,,,,,
no_intent_dense,1,1,"The generated answer partially matches the key facts in the ground truth, but includes some incorrect or irrelevant information. The answer does not fully support the claims made in the retrieved documents.",['청년 창업 지원 프로그램에서 지원 대상이 되는 기업은 다음과 같습니다: 1. 청년 창업기업: 만 39세 미만의 창업가(대표자)로 구성된 기업 2. 청년 근로기업: 청년 근로자가 채용 예정인 기업 3. 청년 근로자 채용 예정 기업: 향후 청년 근로자를 채용할 계획인 기업'],[],['만 39세 이하의 초기(예비) 창업가(팀) [1]'],1,0,1,9.365137582048826e-08,0.1411764705882353,0.0,0.1176470588235294,0.4255319148936171,,,,,
no_intent_dense,1,1,"The answer does not provide a direct answer to the question, but it provides related information. The retrieved documents do not support the claim that 10 years of experience is required.",['10년 이내'],[],[],1,0,0,5.6518871405927034e-08,0.019417475728155335,0.0,0.019417475728155335,0.06993006993006992,,,,,
no_intent_dense,0,1,"The answer includes a claim that contradicts the ground truth, and the retrieved documents do not support the claim that the target age range includes people over 40.",['만 40세 이하'],[],['만 40세 이상'],1,0,1,0.14610534486579724,0.5161290322580644,0.3448275862068965,0.3870967741935484,0.7766990291262136,,,,,
no_intent_dense,1,1,"The answer partially matches the key facts in the ground truth without material error, but misses the fact that 스타트업 is also included as a general company. The answer is supported by the retrieved documents.",['스타트업'],[],[],1,0,0,0.0007044797136791554,0.18181818181818182,0.12903225806451613,0.18181818181818182,0.5263157894736842,,,,,
no_intent_dense,0,0,"The answer does not provide the requested information about how to check food safety law violation cases, and instead provides unrelated information about venture business certification.",['식품위생법 위반 사례를 확인하는 방법'],"['벤처확인 도전기업」인증 획득 가능성 진단평가 신청 기업 모집 공고', '벤처기업확인인증 사전진단 및 컨설팅 지원기업 모집']",[],1,2,0,5.048005504343397e-08,0.012903225806451613,,0.012903225806451613,0.06134969325153374,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.0008571571375020133,0.2909090909090909,0.1509433962264151,0.2545454545454546,0.45714285714285713,,,,,
no_intent_dense,1,1,The answer partially matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.3475404305625794,0.5853658536585366,0.5641025641025641,0.5853658536585366,0.8759124087591242,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.06555569265878257,0.16666666666666669,0.13793103448275862,0.16666666666666669,0.4032258064516129,,,,,
no_intent_dense,1,1,The answer partially matches the key facts in the ground truth without material error.,[],[],[],0,0,0,6.416334504967055e-08,0.03333333333333333,,0.03333333333333333,0.14705882352941174,,,,,
no_intent_dense,1,1,"The answer partially matches the key facts in the ground truth without material error, but includes a contradictory claim about the age range.",[],[],['만 40세 이상까지 포함됩니다'],0,0,1,8.06384578698251e-06,0.163265306122449,0.0851063829787234,0.163265306122449,0.4494382022471911,,,,,
no_intent_dense,0,0,"The answer does not provide the requested information, and the provided information is mostly irrelevant or missing important key facts.",['제외되는 기업의 종류'],['지원 대상에서 제외되는 기업의 종류'],['제외되는 기업의 종류'],1,1,1,9.708936583367657e-06,0.25531914893617025,0.08695652173913043,0.19148936170212766,0.4724409448818897,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,9.96284765501777e-06,0.2352941176470588,0.125,0.2352941176470588,0.5405405405405406,,,,,
no_intent_dense,1,1,"The answer does not explicitly state that general companies are excluded, but the provided information suggests that the support target is limited to specific types of companies, such as startup companies, young entrepreneurs, and small and medium-sized enterprises.",['일반 기업'],[],[],1,0,0,5.9094428492438284e-08,0.024096385542168676,,0.024096385542168676,0.10989010989010987,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.11203754340102182,0.3,0.24137931034482757,0.3,0.6818181818181819,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.06418919953889857,0.18604651162790697,0.14634146341463414,0.18604651162790697,0.40404040404040403,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.06340338193287853,0.23728813559322035,0.17543859649122806,0.23728813559322035,0.608695652173913,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,6.590692245607216e-08,0.037037037037037035,,0.037037037037037035,0.16129032258064516,,,,,
no_intent_dense,1,1,"The answer partially matches the key facts in the ground truth without material error, but misses some important key facts.","['만 20세 이상 ~ 만 39세 이하, 만 40세 이상']",[],[],1,0,0,0.0696982798326675,0.1724137931034483,0.14285714285714285,0.1724137931034483,0.3846153846153846,,,,,
no_intent_dense,1,1,"The answer partially matches the key facts in the ground truth, but misses some important information.","['스타트업 임직원, 예비창업자, AC/VC 및 스타트업 유관기관 관계자 등도 지원 가능합니다']",[],[],1,0,0,6.083125812352331e-06,0.1590909090909091,0.023255813953488372,0.11363636363636365,0.32407407407407407,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.0008892786873926035,0.21739130434782605,0.18181818181818182,0.21739130434782605,0.5813953488372092,,,,,
no_intent_dense,1,1,The answer partially matches the key facts in the ground truth without material error.,[],[],[],0,0,0,7.186082239261686e-08,0.05063291139240507,0.0,0.025316455696202535,0.18018018018018017,,,,,
no_intent_dense,1,1,"The answer partially matches the key facts in the ground truth without material error, but misses some important key facts.","['만 20세 이상 ~ 만 39세 이하, 만 40세 이상']",[],[],1,0,0,1.0000000000000007e-09,0.0,0.0,0.0,0.0,,,,,
no_intent_dense,0,0,"The answer does not fully match the key facts in the ground truth, and includes claims that are not supported by the retrieved documents.","['혁신성이 뛰어나며, 새로운 기술이나 아이디어를 통해 사회 또는 산업에 긍정적인 영향을 미칠 수 있는 기업이어야 합니다.', '누적 투자 실적 50억원 이상을 거둔 기업이어야 합니다.']","['2025년 코리아 프론티어 프로그램의 지원 기업은 글로벌 진출 역량을 갖춘 기술선도기업이어야 합니다.', '기술 분야는 글로벌에 초점을 맞추고 있으며, 기업이 지닌 기술력과 혁신적 아이디어가 중요합니다.']","['이 프로그램은 전국을 대상으로 운영되며, 특히 기술적 우수성과 글로벌 시장 진출 가능성이 높은 기업이 선정될 것으로 예상됩니다.']",2,2,1,9.306048591021009e-08,0.11538461538461538,0.0,0.11538461538461538,0.20270270270270271,,,,,
no_intent_dense,1,1,"The answer partially matches the key facts in the ground truth without material error, but fails to provide the requested information, specifically the concrete risk points.",['구체적인 리스크 포인트'],[],[],1,0,0,8.210967436686398e-08,0.08333333333333334,0.0,0.08333333333333334,0.25,,,,,
no_intent_dense,1,1,"The answer is partially correct but incomplete, vague, or missing important key facts.",[],[],[],0,0,0,9.878765474230734e-08,0.17391304347826084,0.0,0.17391304347826084,0.5128205128205128,,,,,
no_intent_dense,0,0,The answer contradicts the ground truth and states a materially wrong fact.,['창업 기간 조건 중 가장 짧은 것은 1년 미만입니다.'],"[""창업 기간 조건 중 가장 짧은 것은 '예비창업자'입니다.""]",[],1,1,0,1.012905894979959e-07,0.1904761904761905,0.0,0.1904761904761905,0.5405405405405406,,,,,
no_intent_dense,0,0,The answer provides specific dates and location which are not mentioned in the ground truth.,['The exact date of the education is not specified in the ground truth.'],['The education is held at 서경대학교 캠퍼스타운 from 2025-09-04 to 2025-09-15.'],[],1,1,0,8.694417438899842e-08,0.10256410256410256,0.0,0.10256410256410256,0.28169014084507044,,,,,
no_intent_dense,0,0,The answer does not provide the requested information and includes irrelevant information.,['7년 미만'],['문서에 명시되지 않음'],[],1,1,0,3.4841475301935496e-06,0.03305785123966942,0.01680672268907563,0.03305785123966942,0.13071895424836602,,,,,
no_intent_dense,0,0,The answer does not provide a direct answer to the question and includes irrelevant information. The answer also does not mention the key fact that 벤처기업에 포함되지 않는 업종 is excluded from the support target.,['벤처기업에 포함되지 않는 업종'],['질문에 대한 직접적인 답은 명시되지 않았습니다.'],[],1,1,0,7.80115773106907e-08,0.07142857142857142,0.0,0.07142857142857142,0.2777777777777778,,,,,
no_intent_dense,2,1,The answer fully matches the key facts in the ground truth without material error.,[],[],[],0,0,0,0.0902880564309328,0.21875,0.19354838709677416,0.21875,0.5833333333333333,,,,,
